street,street_type,zip_code,parish,county,coastal_area
RUA SARAIVA DE CARVALHO,Rua,1350-304,Lisboa,Lisboa,Coastal Area
PRACETA CARLOS BONVALOT,Praceta,2750-557,Cobre,Cascais,Coastal Area
1ª RUA CRUZ DA CARREIRA,Rua,1150-119,Lisboa,Lisboa,Coastal Area
2ª RUA CRUZ DA CARREIRA,Rua,1150-119,Lisboa,Lisboa,Coastal Area
RUA DO PINHAL DA NAZARÉ,,2705-001,Azoia,Sintra,Coastal Area
ESTRADA DAS LARANJEIRAS,Rua,1500-139,Lisboa,Lisboa,Coastal Area
RUA MARIA EMÍLIA FONTES,Travessa,2710-206,Sintra,Sintra,Coastal Area
1ª RUA ALFREDO DA SILVA,Rua,1300-040,Lisboa,Lisboa,Coastal Area
RUA SANTO ANTÓNIO BELÉM,Rua,1400-324,Lisboa,Lisboa,Coastal Area
2ª RUA ERNESTO DA SILVA,Rua,1495-056,Algés,Oeiras,Coastal Area
ESTRADA DAS LARANJEIRAS,Estrada,1600-139,Lisboa,Lisboa,Coastal Area
RUA AFONSO LOPES VIEIRA,Rua,2750-652,Cascais,Cascais,Coastal Area
RUA NOSSA SENHORA GRAÇA,Rua,2560-061,Santa Cruz,Torres Vedras,Coastal Area
AVENIDA ALMEIDA GARRETT,Avenida,2610-018,Amadora,Amadora,Coastal Area
CAMINHO CASAL PESCADATA,Caminho,2655-481,Ericeira,Mafra,Coastal Area
TRAVESSA LÉGUA DA PÓVOA,Travessa,1250-136,Lisboa,Lisboa,Coastal Area
CALÇADA CORREIO VELHO 8,Calçada,1100-171,Lisboa,Lisboa,Coastal Area
TRAVESSA SÃO BARTOLOMEU,Travessa,1100-509,Lisboa,Lisboa,Coastal Area
PRACETA OCEANO PACÍFICO,Praceta,2655-489,Ericeira,Mafra,Coastal Area
RUA MANUEL CORRÊA LT XZ,Rua,2750-418,Cascais,Cascais,Coastal Area
RUA SAO JULIAO 96 BLOCO,Rua,1100-413,Lisboa,Lisboa,Coastal Area
TRAVESSA NOVA DE SANTOS,Travessa,1200-735,Lisboa,Lisboa,Coastal Area
RUA JOÃO DA CRUZ VIEGAS,Rua,2750-382,Cascais,Cascais,Coastal Area
RUA DE SÃO PEDRO MÁRTIR,Rua,1100-555,Lisboa,Lisboa,Coastal Area
RUA SAUDADE BOA VIVENDA,Rua,2775-685,Lombos,Cascais,Coastal Area
1ª RUA DA COLECTIVIDADE,Rua,2640-004,Ribamar,Mafra,Coastal Area
PRACETA MARQUÊS SOVERAL,Praceta,2755-522,Pai do Vento,Cascais,Coastal Area
RUA AUGUSTA 188 2º ESQº,Rua,1100-055,Lisboa,Lisboa,Coastal Area
RUA ALEXANDRE HERCULANO,Rua,1250-012,Lisboa,Lisboa,Coastal Area
RUA POCINHOS 6 - BL SUL,Rua,2655-333,Ericeira,Mafra,Coastal Area
ACESSO COSTA DO CASTELO,,1100-179,Lisboa,Lisboa,Coastal Area
RUA AFONSO LOPES VIEIRA,Rua,2755-296,Murches,Cascais,Coastal Area
RUA JOÃO ANASTÁCIO ROSA,Rua,1200-693,Lisboa,Lisboa,Coastal Area
RUA ARRIBA 18 FRACÇÃO E,,2560-051,Praia do Navio,Torres Vedras,Coastal Area
RUA ANDRADE 57 R/C ESQº,Rua,1170-014,Lisboa,Lisboa,Coastal Area
PRACETA CIDADE BRASÍLIA,Praceta,2735-660,São Marcos,Sintra,Coastal Area
RUA AFONSO LOPES VIEIRA,Rua,1700-012,Lisboa,Lisboa,Coastal Area
RUA EMENDA 65 1 DIREITO,Rua,1200-169,Lisboa,Lisboa,Coastal Area
RUA CONSIGLIERI PEDROSO,Rua,2710-550,Sintra,Sintra,Coastal Area
RUA FIGUEIRA DO GUINCHO,Rua,2755-170,Malveira da Serra,Cascais,Coastal Area
RUA JOÃO PALMA FERREIRA,Rua,1950-151,Lisboa,Lisboa,Coastal Area
RUA LUÍS PINTO MOITINHO,Rua,1170-201,Lisboa,Lisboa,Coastal Area
LARGO DOMINGOS TENDEIRO,Largo,1400-130,Lisboa,Lisboa,Coastal Area
1ª RUA DO MONTE OLIVETE,Rua,1200-278,Lisboa,Lisboa,Coastal Area
"PRAÇA PRAÇA DOM LUIS I,",Praça,1200-425,Lisboa,Lisboa,Coastal Area
ESCADINHAS DOM FERNANDO,Escadinhas,2710-482,São Pedro,Sintra,Coastal Area
TRAVESSA TV TERREIRINHO,Travessa,1100-601,Lisboa,Lisboa,Coastal Area
TRAVESSA DAS FONTAINHAS,Travessa,1100-248,Lisboa,Lisboa,Coastal Area
RUA JOSÉ DIOGO DA SILVA,Rua,2780-330,Oeiras,Oeiras,Coastal Area
TRAVESSA FORNO DO TOREL,Travessa,1150-161,Lisboa,Lisboa,Coastal Area
CALÇADINHA SÃO MIGUEL 6,Calçadinha,1100-539,Lisboa,Lisboa,Coastal Area
AVENIDA MARIA CONCEIÇÃO,Avenida,2775-605,Carcavelos,Cascais,Coastal Area
RUA CHAGAS 20 S/L DIREI,Rua,1200-107,Lisboa,Lisboa,Coastal Area
PASSEIO BÁLTICO 1.13.03,Passeio,1990-036,Lisboa,Lisboa,Coastal Area
1ª RUA CASALA DA ARRAIA,Rua,2530-060,Abelheira,Lourinhã,Coastal Area
CAMINHO CERRADO DA CASA,Caminho,2705-408,Arneiro de Arreganha,Sintra,Coastal Area
PRACETA FERRER TRINDADE,Praceta,2750-636,Cascais,Cascais,Coastal Area
TRAVESSA CASAL DO MATO,Rua,2640-416,Barreiralva,Mafra,Coastal Area
AVENIDA FORÇAS ARMADAS,Avenida,1600-077,Lisboa,Lisboa,Coastal Area
RUA RODRIGUES DE FARIA,Rua,1300-501,Lisboa,Lisboa,Coastal Area
PRAÇA GONÇALO TRANCOSO,Praça,1700-220,Lisboa,Lisboa,Coastal Area
RUA ANTÓNIO BERNARDINO,Travessa,2560-044,Casal Cabeça Ruiva,Torres Vedras,Coastal Area
TRAVESSA ARCO DA GRAÇA,Travessa,1150-052,Lisboa,Lisboa,Coastal Area
RUA DOUTOR GAMA BARROS,Rua,1700-145,Lisboa,Lisboa,Coastal Area
RUA RODRIGO DA FONSECA,Rua,1250-191,Lisboa,Lisboa,Coastal Area
PRACETA ROCHIO DO CABO,,2560-042,Casal Ventoso,Torres Vedras,Coastal Area
1ª TRAVESSA DE S. JOSÉ,Travessa,1200-415,Lisboa,Lisboa,Coastal Area
RUA PRAÇAS 42 3.º D.TO,Rua,1200-767,Lisboa,Lisboa,Coastal Area
CAMINHO BAIXO DA PENHA,Caminho,1170-037,Lisboa,Lisboa,Coastal Area
TRAVESSA CONDE AVINTES,Travessa,1100-155,Lisboa,Lisboa,Coastal Area
1ª TRAVESSA DA PIEDADE,Travessa,1200-331,Lisboa,Lisboa,Coastal Area
RUA ESCOLA POLITÉCNICA,Rua,1269-269,Lisboa,Lisboa,Coastal Area
TRAVESSA DOS ESCALERES,Travessa,1300-225,Lisboa,Lisboa,Coastal Area
TRAVESSA DA BELA VISTA,Travessa,1200-615,Lisboa,Lisboa,Coastal Area
ESTRADA MALVEIRA SERRA,Estrada,2755-327,Aldeia de Juzo,Cascais,Coastal Area
TRAVESSA DA COSTA ALVA,Caminho,2705-083,Azenhas do Mar,Sintra,Coastal Area
RUA PARQUE DE CAMPISMO,,2560-042,Casal Ventoso,Torres Vedras,Coastal Area
ALAMEDA ANTÓNIO SÉRGIO,Alameda,1750-034,Lisboa,Lisboa,Coastal Area
TRAVESSA ARCO DA TORRE,Vila,1400-024,Lisboa,Lisboa,Coastal Area
1ª RUA REGUEIRAO ANJOS,Rua,1150-039,Lisboa,Lisboa,Coastal Area
TRAVESSA CONDE RIBEIRA,Travessa,1300-143,Lisboa,Lisboa,Coastal Area
RUA BELA VISTA-À-GRAÇA,Rua,1170-054,Lisboa,Lisboa,Coastal Area
RUA JOHN WATTS GARLAND,Rua,2765-514,São João do Estoril,Cascais,Coastal Area
TRAVESSA TERRA DA EIRA,Rua,2640-562,Mafra,Mafra,Coastal Area
AVENIDA RIO DE JANEIRO,Avenida,1700-330,Lisboa,Lisboa,Coastal Area
TRAVESSA COVA DA MOURA,Travessa,1350-118,Lisboa,Lisboa,Coastal Area
PRAÇA OLEGÁRIO MARIANO,Praça,1170-278,Lisboa,Lisboa,Coastal Area
RUA PRESIDENTE ARRIAGA,Rua,1200-774,Lisboa,Lisboa,Coastal Area
1ª RUA VOLTA DA QUINTA,Rua,2710-696,Linhó,Sintra,Coastal Area
CALÇADA ENCOSTA FRANCA,Calçada,2655-446,Ericeira,Mafra,Coastal Area
RUA VALE DA BELA VISTA,Rua,2710-682,Lourel,Sintra,Coastal Area
RUA SARMENTO DE BEIRES,Rua,1900-410,Lisboa,Lisboa,Coastal Area
PRACETA CRUZ DA BALEIA,Praceta,2655-035,Baleia,Mafra,Coastal Area
RUA ESCOLA DO EXÉRCITO,Rua,1150-145,Lisboa,Lisboa,Coastal Area
1ª RUA DA BENEFICÊNCIA,Rua,1600-022,Lisboa,Lisboa,Coastal Area
RUA VALE DE SANTA RITA,Rua,2765-293,Estoril,Cascais,Coastal Area
AVENIDA ALMIRANTE REIS,Rua,1000-154,Lisboa,Lisboa,Coastal Area
1ª TRAVESSA DO ALCAIDE,Travessa,1200-012,Lisboa,Lisboa,Coastal Area
RUA RODRIGO DA FONSECA,Rua,1070-239,Lisboa,Lisboa,Coastal Area
RUA CANÃO CASAL PAIXÃO,Rua,2640-215,Encarnação,Mafra,Coastal Area
PRAÇA DOS NAVEGANTES 9,Praça,2659-501,Ericeira,Mafra,Coastal Area
TRAVESSA DAS PARREIRAS,Rua,1050-002,Lisboa,Lisboa,Coastal Area
RUA CIDADE NOVA LISBOA,Rua,1800-107,Lisboa,Lisboa,Coastal Area
RUA DO RECOLHIMENTO 48,Rua,1100-430,Lisboa,Lisboa,Coastal Area
TRAVESSA DAS PARREIRAS,Travessa,1150-250,Lisboa,Lisboa,Coastal Area
RUA TRAVESSA DAS ALMAS,Rua,1200-601,Lisboa,Lisboa,Coastal Area
PRAÇA COTTINELLI TELMO,Praça,1800-153,Lisboa,Lisboa,Coastal Area
URBANIZAÇÃO QUINTA SOL,Praceta,2560-592,Torres Vedras,Torres Vedras,Not Coastal Area
PRACETA SANTA CATARINA,Praceta,2765-162,Bairro de Santo António,Cascais,Coastal Area
RUA CORONEL BENTO ROMA,Rua,2655-242,Ericeira,Mafra,Coastal Area
RUA BARÃO MONTE PEDRAL,Rua,1170-039,Lisboa,Lisboa,Coastal Area
ALAMEDA MAHATMA GANDHI,Alameda,1600-502,Lisboa,Lisboa,Coastal Area
PRAÇA DOS NAVEGANTES 9,Praça,2655-320,Ericeira,Mafra,Coastal Area
CALÇADA RIBEIRO SANTOS,Pátio,1200-789,Lisboa,Lisboa,Coastal Area
RUA DOUTOR SÁ CARNEIRO,Rua,2705-282,Mucifal,Sintra,Coastal Area
RUA DOM JOÃO DE CASTRO,Rua,2765-328,Galiza,Cascais,Coastal Area
RUA JAIME BATALHA REIS,Rua,1500-679,Lisboa,Lisboa,Coastal Area
RUA PRAIA DE PEDROUÇOS,Rua,1400-284,Lisboa,Lisboa,Coastal Area
LARGO BOA HORA À AJUDA,Largo,1300-100,Lisboa,Lisboa,Coastal Area
RUA HERÓIS DO ULTRAMAR,Rua,2765-098,Areias,Cascais,Coastal Area
AVENIDA ALFREDO COELHO,Avenida,2705-329,Praia Grande,Sintra,Coastal Area
RUA DOUTOR SILVA TELES,Rua,1050-080,Lisboa,Lisboa,Coastal Area
RUA CERRADO DOS FRADES,,2705-080,Atalaia,Sintra,Coastal Area
TRAVESSA DA BELA VISTA,Rua,2750-304,Cascais,Cascais,Coastal Area
CALÇADA PALMA DE BAIXO,Calçada,1600-175,Lisboa,Lisboa,Coastal Area
RUA DO PARQUE CAMPISMO,Rua,2530-226,Praia da Areia Branca,Lourinhã,Coastal Area
RUA BERNARDO SANTARENO,Rua,2795-036,Linda a Velha,Oeiras,Coastal Area
RUA DA PRAIA DE AMANHA,Bairro,2560-001,A dos Cunhados,Torres Vedras,Coastal Area
AVENIDA 11 DE NOVEMBRO,Rua,2530-572,Cesaredas,Lourinhã,Not Coastal Area
RUA SALITRE 185 3º ESQ,Rua,1250-199,Lisboa,Lisboa,Coastal Area
1ª RUA DAS BUGANVILIAS,Rua,2775-643,Lombos,Cascais,Coastal Area
RUA AVENIDA VASCO GAMA,Rua,2775-297,Parede,Cascais,Coastal Area
CALÇADA CONDE PENAFIEL,Calçada,1100-158,Lisboa,Lisboa,Coastal Area
CALÇADA DE SANTO AMARO,Calçada,1300-515,Lisboa,Lisboa,Coastal Area
RUA PROFESSOR FLEMMING,Rua,2750-347,Cascais,Cascais,Coastal Area
RUA DR. EDUARDO BURNAY,Rua,2655-368,Ericeira,Mafra,Coastal Area
RUA DOM JOÃO DE CASTRO,Rua,2710-578,Sintra,Sintra,Coastal Area
CAMINHO VALE SALGUEIRO,,2640-064,Lagoa,Mafra,Coastal Area
AVENIDA LIBERDADE 180C,Avenida,1250-146,Lisboa,Lisboa,Coastal Area
1ª TRAVESSA DO GIESTAL,Travessa,1300-278,Lisboa,Lisboa,Coastal Area
RUA CASAL DA CAVALEIRA,Rua,2725-041,Algueirão,Sintra,Not Coastal Area
AVENIDA DUQUE DE LOULÉ,Avenida,1050-085,Lisboa,Lisboa,Coastal Area
TRAVESSA ESCOLA ARAÚJO,Travessa,1150-142,Lisboa,Lisboa,Coastal Area
RUA JOÃO LUIS DE MOURA,Rua,2750-387,Cascais,Cascais,Coastal Area
RUA JOÃO LUÍS DE MOURA,Rua,2750-387,Cascais,Cascais,Coastal Area
RUA EDUARDO SCHWALBACH,Rua,2765-476,São Pedro do Estoril,Cascais,Coastal Area
ESTRADA PAÇO DO LUMIAR,Estrada,1600-545,Lisboa,Lisboa,Coastal Area
1ª TRAVESSA DO NORONHA,Rua,1250-168,Lisboa,Lisboa,Coastal Area
RUA FELICIANO DE SOUSA,Rua,1300-230,Lisboa,Lisboa,Coastal Area
CAMINHO DOS RAPOSINHOS,,2640-065,Marvão,Mafra,Coastal Area
PRAÇA ANTÓNIO SARDINHA,Praça,1170-028,Lisboa,Lisboa,Coastal Area
PRAÇA FRANCISCO MORAIS,Praça,1700-201,Lisboa,Lisboa,Coastal Area
PRAÇA DAS NOVAS NAÇÕES,Praça,1170-277,Lisboa,Lisboa,Coastal Area
RUA ANJOS 34 CAVE ESQª,Rua,1150-038,Lisboa,Lisboa,Coastal Area
RUA MATA DE SÃO MATEUS,Rua,2795-237,Linda a Velha,Oeiras,Coastal Area
AVENIDA ESCOLAS GERAIS,,1100-216,Lisboa,Lisboa,Coastal Area
"ESTRADA MADRE DE DEUS,",Estrada,2710-158,Carrascal,Sintra,Coastal Area
AVENIDA ALTO VELA LOTE,Avenida,2560-450,Santa Cruz,Torres Vedras,Coastal Area
PRAÇA RESTAURADORES 69,Praça,1250-187,Lisboa,Lisboa,Coastal Area
TRAVESSA SANTA MARINHA,Travessa,1100-492,Lisboa,Lisboa,Coastal Area
PRAÇA RESTAURADORES 72,Praça,1250-187,Lisboa,Lisboa,Coastal Area
TRAVESSA MEIO DO FORTE,Travessa,1150-230,Lisboa,Lisboa,Coastal Area
TRAVESSA SANTO ANTÓNIO,Travessa,1300-518,Lisboa,Lisboa,Coastal Area
AVENIDA JAIME CORTESÃO,Avenida,1495-238,Miraflores,Oeiras,Coastal Area
TRAVESSA SÃO JOÃO LOTE,Travessa,2750-075,Areia,Cascais,Coastal Area
RUA IMPRENSA À ESTRELA,Rua,1200-684,Lisboa,Lisboa,Coastal Area
CALÇADA DE SÃO VICENTE,Calçada,1100-568,Lisboa,Lisboa,Coastal Area
CALÇADA DE SANTO ANDRÉ,Calçada,1100-497,Lisboa,Lisboa,Coastal Area
CALÇADA CONDE POMBEIRO,Calçada,1150-098,Lisboa,Lisboa,Coastal Area
PRACETA FILINTO ELÍSIO,Praceta,2790-069,Carnaxide,Oeiras,Coastal Area
AVENIDA PEREGRINAÇÃO 3,Avenida,1990-378,Lisboa,Lisboa,Coastal Area
TRAVESSA OLIVAL SANTOS,Travessa,1200-746,Lisboa,Lisboa,Coastal Area
RUA FRANCISCA DE MEIRA,Rua,2580-081,Aldeia Galega,Alenquer,Not Coastal Area
RUA PAIO PERES CORREIA,Rua,1900-364,Lisboa,Lisboa,Coastal Area
AVENIDA PADRE HIMALAIA,Avenida,2720-435,Amadora,Amadora,Coastal Area
AVENIDA CIDADE LONDRES,Avenida,2735-455,Agualva-Cacém,Sintra,Coastal Area
RUA QUIRINO DA FONSECA,Rua,1000-250,Lisboa,Lisboa,Coastal Area
RUA MASTROS 10 4º ESQº,Rua,1200-264,Lisboa,Lisboa,Coastal Area
1ª RUA MANUEL FERREIRA,Rua,2795-133,Linda a Velha,Oeiras,Coastal Area
RUA ALMIRANTE PESSANHA,Rua,1200-022,Lisboa,Lisboa,Coastal Area
TRAVESSA ILHA DO GRILO,Travessa,1900-262,Lisboa,Lisboa,Coastal Area
"RUA DO BENFORMOSO, NºS",Rua,1100-083,Lisboa,Lisboa,Coastal Area
LARGO VITORINO DAMÁSIO,Largo,1200-872,Lisboa,Lisboa,Coastal Area
RUA ANJOS 27 R/C DIREI,Rua,1495-007,Algés,Oeiras,Coastal Area
PÁTIO TELHEIROS DE SÃO,,1100-594,Lisboa,Lisboa,Coastal Area
RUA VISCONDE JUROMENHA,Rua,1170-389,Lisboa,Lisboa,Coastal Area
RUA DAMASCENO MONTEIRO,Rua,1600-410,Lisboa,Lisboa,Coastal Area
AVENIDA ANTÓNIO SÉRGIO,Avenida,2720-048,Amadora,Amadora,Coastal Area
ESTRADA MARQUÊS POMBAL,Estrada,2635-301,Rinchoa,Sintra,Coastal Area
"RUA DO CORPO SANTO, Nº",Rua,1200-182,Lisboa,Lisboa,Coastal Area
AVENIDA ÁLVARES CABRAL,Avenida,1250-015,Lisboa,Lisboa,Coastal Area
RUA FREI TOMÉ DE JESUS,Rua,1700-214,Lisboa,Lisboa,Coastal Area
RUA DOM JOÃO DE CASTRO,Rua,1495-074,Algés,Oeiras,Coastal Area
AZINHAGA TORRE DO FATO,Azinhaga,1600-299,Lisboa,Lisboa,Coastal Area
PASSEIO CIDADE COIMBRA,Rua,2775-180,Parede,Cascais,Coastal Area
RUA BARÃO 14 R/CH ESQº,Rua,1100-073,Lisboa,Lisboa,Coastal Area
1ª RUA DA MEALHA BLOCO,Rua,2645-578,Manique,Cascais,Coastal Area
RUA RIBEIRA DAS VINHAS,Rua,2750-477,Cascais,Cascais,Coastal Area
TRAVESSA DA LARANJEIRA,Travessa,1200-238,Lisboa,Lisboa,Coastal Area
RUA ALECRIM 43 DIREITO,Rua,1200-014,Lisboa,Lisboa,Coastal Area
PRAÇA AMOREIRAS 40 R/C,Praça,1250-020,Lisboa,Lisboa,Coastal Area
AVENIDA DUQUE DE ÁVILA,Avenida,1000-139,Lisboa,Lisboa,Coastal Area
1ª RUA DA MISERICORDIA,Rua,2750-482,Cascais,Cascais,Coastal Area
RUA DONA FORTUNATA REI,Rua,2530-269,Seixal,Lourinhã,Coastal Area
RUA REGUEIRA DO TANQUE,Travessa,2705-415,Fontanelas,Sintra,Coastal Area
RUA NOVA DE SÃO MAMEDE,Rua,1250-173,Lisboa,Lisboa,Coastal Area
LARGO JAIME LOBO SILVA,Largo,2655-292,Ericeira,Mafra,Coastal Area
RUA QUINTA DO ALMARGEM,Rua,1300-489,Lisboa,Lisboa,Coastal Area
RUA JOSÉ CARDOSO PIRES,Rua,2750-820,Aldeia de Juzo,Cascais,Coastal Area
RUA PALMA 268 R/C DTO.,Rua,1100-391,Lisboa,Lisboa,Coastal Area
TRAVESSA DA PORTUGUESA,Travessa,1200-353,Lisboa,Lisboa,Coastal Area
RUA CIDADE VILA CABRAL,Rua,1800-131,Lisboa,Lisboa,Coastal Area
RUA EUGÉNIO DOS SANTOS,Rua,2780-105,Oeiras,Oeiras,Coastal Area
RUA DOM JOSÉ DE AVILEZ,Rua,2750-398,Cascais,Cascais,Coastal Area
AVENIDA EMÍDIO NAVARRO,Avenida,2750-337,Cascais,Cascais,Coastal Area
RUA ESCOLA POLITÉCNICA,Rua,1250-099,Lisboa,Lisboa,Coastal Area
RUA MACHADO DOS SANTOS,Rua,2775-236,Parede,Cascais,Coastal Area
RUA PIEDADE 35 2º ESQ.,Rua,1495-104,Algés,Oeiras,Coastal Area
CALÇADA MENINO DE DEUS,Calçada,1100-346,Lisboa,Lisboa,Coastal Area
AVENIDA EMIDIO NAVARRO,Avenida,2750-337,Cascais,Cascais,Coastal Area
RUA DOM JOSE DE AVILEZ,Rua,2750-398,Cascais,Cascais,Coastal Area
RUA DA BELA VISTA LAPA,Rua,1200-613,Lisboa,Lisboa,Coastal Area
RUA CIDADE RIO JANEIRO,Rua,2735-659,São Marcos,Sintra,Coastal Area
BECO DO BELO 22 FRENTE,Beco,1100-081,Lisboa,Lisboa,Coastal Area
1ª RUA VIOLANTE DO CÉU,Rua,1700-368,Lisboa,Lisboa,Coastal Area
CALÇADA SANTA APOLÓNIA,Calçada,1100-467,Lisboa,Lisboa,Coastal Area
RUA ANDRADE 45 R/C ESQ,Rua,1170-013,Lisboa,Lisboa,Coastal Area
RUA NORBERTO DE ARAÚJO,Rua,1100-370,Lisboa,Lisboa,Coastal Area
1ª RUA VALE DO PEREIRO,Rua,1250-270,Lisboa,Lisboa,Coastal Area
"1ª RUA MIRA PARQUE,NºS",Praceta,2655-247,Ericeira,Mafra,Coastal Area
ESTRADA ESCOLAS GERAIS,,1100-214,Lisboa,Lisboa,Coastal Area
TRAVESSA DAS AMOREIRAS,Travessa,1000-035,Lisboa,Lisboa,Coastal Area
TRAVESSA DO PELOURINHO,Travessa,2655-331,Ericeira,Mafra,Coastal Area
ESCADINHAS SÃO CRISPIM,Escadinhas,1100-510,Lisboa,Lisboa,Coastal Area
RUA SALITRE 42 4º ESQº,Rua,1250-200,Lisboa,Lisboa,Coastal Area
AVENIDA DOM VASCO GAMA,Avenida,1400-127,Lisboa,Lisboa,Coastal Area
RUA ALAMOS 209 R/C DTº,Rua,2750-609,Cascais,Cascais,Coastal Area
RUA COMANDANTE COSTEAU,Alameda,1990-203,Lisboa,Lisboa,Coastal Area
RUA DOM JOÃO DE CASTRO,Rua,1300-193,Lisboa,Lisboa,Coastal Area
RUA DOM ALBERTO BRAMÃO,Rua,1700-132,Lisboa,Lisboa,Coastal Area
RUA ANTÓNIO DE ANDRADE,Rua,1700-044,Lisboa,Lisboa,Coastal Area
RUA ALEXANDRE FERREIRA,Rua,1750-012,Lisboa,Lisboa,Coastal Area
RUA JERÓNIMO VILARINHO,Rua,2560-492,Santa Cruz,Torres Vedras,Coastal Area
TRAVESSA CRUZ DA ROCHA,Travessa,1200-642,Lisboa,Lisboa,Coastal Area
RUA MAJOR AFONSO PALLA,Rua,1495-001,Algés,Oeiras,Coastal Area
RUA PADARIA 13-BL NORT,Praceta,2655-105,Fonte Boa da Brincosa,Mafra,Coastal Area
LARGO MAESTRO TABORDA,Largo,2750-498,Cascais,Cascais,Coastal Area
RUA BERNARDIM RIBEIRO,Rua,2710-541,São Pedro,Sintra,Coastal Area
LARGO VITORIANO BRAGA,Largo,1950-301,Lisboa,Lisboa,Coastal Area
RUA IMPRENSA NACIONAL,Rua,1250-124,Lisboa,Lisboa,Coastal Area
ESCADINHAS HOSPITAL 6,Escadinhas,2710-577,Sintra,Sintra,Coastal Area
RUA PEDRO ALEXANDRINO,Rua,1170-295,Lisboa,Lisboa,Coastal Area
RUA LARGO DAS OLARIAS,Rua,1100-133,Lisboa,Lisboa,Coastal Area
RUA QUINTA DO JACINTO,Rua,1300-060,Lisboa,Lisboa,Coastal Area
RUA TRINAS 34 ESQUERD,Rua,1200-858,Lisboa,Lisboa,Coastal Area
RUA PEDREGAL DE BAIXO,Rua,2705-648,Magoito,Sintra,Coastal Area
AVENIDA AMADEU DUARTE,Avenida,2775-151,Parede,Cascais,Coastal Area
RUA AV. JOÃO PAULO II,Rua,2720-076,Amadora,Amadora,Coastal Area
1ª RUA DOS MOUROS NR.,Rua,1200-281,Lisboa,Lisboa,Coastal Area
RUA FRANCISCO SANCHES,Rua,1170-141,Lisboa,Lisboa,Coastal Area
PRACETA JOSÉ FLORINDO,Praceta,2750-402,Cascais,Cascais,Coastal Area
RUA HERÓIS DE QUIONGA,Rua,1170-180,Lisboa,Lisboa,Coastal Area
RUA MARCELINO FIDALGO,Estrada,2530-567,Casal das Curtinhas,Lourinhã,Not Coastal Area
RUA QUINTA DE CORUCHE,Rua,2770-141,Paço de Arcos,Oeiras,Coastal Area
TRAVESSA CAMINHO NOVO,Travessa,2655-252,Ericeira,Mafra,Coastal Area
RUA FIALHO DE ALMEIDA,Rua,1070-129,Lisboa,Lisboa,Coastal Area
RUA MACHADO DE CASTRO,Rua,1170-205,Lisboa,Lisboa,Coastal Area
RUA FAROL 304 2º ESQ.,Rua,2750-341,Cascais,Cascais,Coastal Area
TRAVESSA JOÃO DE DEUS,Travessa,2710-581,Sintra,Sintra,Coastal Area
RUA JOAQUIM BONIFÁCIO,Rua,1150-195,Lisboa,Lisboa,Coastal Area
AVENIDA CIDADE LUANDA,Avenida,1800-098,Lisboa,Lisboa,Coastal Area
TRAVESSA GASPAR TRIGO,Travessa,1150-169,Lisboa,Lisboa,Coastal Area
RUA AMÉLIA REY COLAÇO,Rua,2685-184,Portela,Loures,Coastal Area
RUA PRATA 185 3º ESQº,Rua,1100-416,Lisboa,Lisboa,Coastal Area
ESCADINHAS TEIXEIRA 8,Escadinhas,2710-622,Sintra,Sintra,Coastal Area
1ª RUA DOS PARDAIS LT,Rua,2655-410,Lapa da Serra,Mafra,Coastal Area
RUA TORRE DE SANTIAGO,Rua,1100-609,Lisboa,Lisboa,Coastal Area
RUA SÃO JOÃO DA PRAÇA,Rua,1100-520,Lisboa,Lisboa,Coastal Area
RUA DE SANTA ENGRÁCIA,Rua,1170-333,Lisboa,Lisboa,Coastal Area
1ª TRAVESSA ESPERANÇA,Travessa,2655-274,Ericeira,Mafra,Coastal Area
RUA GARCIA DE RESENDE,Rua,2755-048,Alcabideche,Cascais,Coastal Area
RUA BARBOSA DU BOCAGE,Azinhaga,2710-517,Sintra,Sintra,Coastal Area
RUA DOMINGOS TENDEIRO,Rua,1400-132,Lisboa,Lisboa,Coastal Area
AVENIDA PRAIA VITÓRIA,Avenida,1000-245,Lisboa,Lisboa,Coastal Area
TRAVESSA DO ALECRIM 3,Travessa,1200-019,Lisboa,Lisboa,Coastal Area
RUA CIDADE MANCHESTER,Rua,1170-098,Lisboa,Lisboa,Coastal Area
RUA CERÂMICA DO SEIXO,Rua,2565-001,Cabeça Gorda,Torres Vedras,Not Coastal Area
RUA VISCONDE SANTARÉM,Rua,1000-287,Lisboa,Lisboa,Coastal Area
RUA DAS PEDRAS NEGRAS,Rua,1100-401,Lisboa,Lisboa,Coastal Area
CALÇADA DOS CESTEIROS,Calçada,1100-138,Lisboa,Lisboa,Coastal Area
TRAVESSA JOGO DA BOLA,Travessa,2655-297,Ericeira,Mafra,Coastal Area
LARGO CRISTÓVÃO AIRES,Largo,1700-126,Lisboa,Lisboa,Coastal Area
TRAVESSA ÁGUA DA FLOR,Travessa,1200-010,Lisboa,Lisboa,Coastal Area
TRAVESSA SANTA TERESA,Travessa,1200-001,Lisboa,Lisboa,Coastal Area
1ª RUA DAS FONTAINHAS,Rua,1200-247,Lisboa,Lisboa,Coastal Area
RUA FRANCISCO METRASS,Rua,1350-141,Lisboa,Lisboa,Coastal Area
RUA PALMA 266/268 1 D,Rua,1100-391,Lisboa,Lisboa,Coastal Area
TRAVESSA JOÃO DE DEUS,Travessa,1200-235,Lisboa,Lisboa,Coastal Area
